Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Power_Proxy,Tool_Wear_Torque,RUL [min]
0,298.8,309.1,1350,52.5,111,0,0,0,0,0,0,10.300000000000011,70875.0,5827.5,129
0,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,10.300000000000011,61834.799999999996,5130.2,127
0,298.8,309.1,1368,50.8,115,0,0,0,0,0,0,10.300000000000011,69494.4,5842.0,125
1,298.8,309.1,1368,49.1,117,0,0,0,0,0,0,10.300000000000011,67168.8,5744.7,123
2,298.8,309.2,1372,48.5,120,0,0,0,0,0,0,10.399999999999977,66542.0,5820.0,120
1,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,10.300000000000011,69920.0,5937.5,115
0,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,10.300000000000011,73109.90000000001,6284.8,112
1,298.7,309.0,1843,25.8,130,0,0,0,0,0,0,10.300000000000011,47549.4,3354.0,110
0,298.8,309.1,1418,46.3,133,0,0,0,0,0,0,10.300000000000011,65653.4,6157.9,107
2,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,10.399999999999977,76807.5,7276.5,105
1,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,10.300000000000011,62269.200000000004,6174.0,100
0,298.9,309.1,2861,4.6,143,1,0,0,1,0,0,10.200000000000045,13160.599999999999,657.8,0
0,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,10.200000000000045,75926.7,7960.5,95
2,298.8,309.0,1497,43.8,147,0,0,0,0,0,0,10.199999999999989,65568.59999999999,6438.599999999999,93
0,298.7,309.0,1565,35.1,152,0,0,0,0,0,0,10.300000000000011,54931.5,5335.2,88
0,298.7,309.0,1691,30.1,154,0,0,0,0,0,0,10.300000000000011,50899.100000000006,4635.400000000001,86
0,298.8,309.1,1512,40.7,156,0,0,0,0,0,0,10.300000000000011,61538.4,6349.200000000001,84
0,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,10.300000000000011,62624.799999999996,6699.2,82
0,298.8,309.1,1513,40.3,160,0,0,0,0,0,0,10.300000000000011,60973.899999999994,6448.0,80
1,298.8,309.0,1661,29.5,162,0,0,0,0,0,0,10.199999999999989,48999.5,4779.0,78
0,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,10.300000000000011,74963.2,8976.0,75
0,298.8,309.1,1393,52.6,167,0,0,0,0,0,0,10.300000000000011,73271.8,8784.2,73
1,298.8,309.0,1592,38.2,169,0,0,0,0,0,0,10.199999999999989,60814.4,6455.8,71
0,298.8,309.0,1829,22.9,172,0,0,0,0,0,0,10.199999999999989,41884.1,3938.7999999999997,68
1,298.9,309.0,1812,25.9,174,0,0,0,0,0,0,10.100000000000023,46930.799999999996,4506.599999999999,66
0,299.0,309.1,1523,38.6,177,0,0,0,0,0,0,10.100000000000023,58787.8,6832.2,63
0,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,10.100000000000023,62869.4,8072.900000000001,61
1,298.9,308.9,1679,28.7,181,0,0,0,0,0,0,10.0,48187.299999999996,5194.7,59
2,298.8,308.9,1466,44.1,184,0,0,0,0,0,0,10.099999999999966,64650.6,8114.400000000001,56
0,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,10.099999999999966,49474.799999999996,6123.599999999999,51
0,298.9,309.0,1410,65.7,191,1,0,0,1,1,0,10.100000000000023,92637.0,12548.7,0
1,298.9,309.0,1924,22.6,193,0,0,0,0,0,0,10.100000000000023,43482.4,4361.8,47
0,298.9,309.1,1452,45.5,196,0,0,0,0,0,0,10.200000000000045,66066.0,8918.0,44
0,298.9,309.1,1369,44.4,198,0,0,0,0,0,0,10.200000000000045,60783.6,8791.199999999999,42
0,299.0,309.1,1592,35.0,200,0,0,0,0,0,0,10.100000000000023,55720.0,7000.0,40
0,298.9,309.0,1601,32.3,202,0,0,0,0,0,0,10.100000000000023,51712.299999999996,6524.599999999999,38
0,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,10.099999999999966,64399.3,9526.800000000001,36
0,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,10.099999999999966,69981.9,9867.4,34
0,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,10.099999999999966,60091.49999999999,8590.4,0
0,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,10.099999999999966,71997.0,0.0,240
0,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,10.099999999999966,53135.799999999996,75.8,238
2,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,10.0,72105.5,199.6,236
0,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,10.0,68875.0,427.5,231
0,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,10.0,59282.399999999994,448.79999999999995,229
0,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,10.0,58906.9,521.3000000000001,227
0,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,10.0,67687.2,714.0,225
1,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,10.0,48347.200000000004,455.6,223
2,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,10.0,63040.4,878.0,220
0,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,10.0,49099.200000000004,795.0,215
1,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,10.0,64138.8,1220.4,213
1,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,10.0,58736.5,1185.0,210
0,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,10.0,45227.4,851.4,207
0,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,10.0,45567.0,871.5,205
1,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,10.0,46801.700000000004,1002.7,203
0,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,9.899999999999977,62350.0,1720.0,200
0,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,9.899999999999977,51741.799999999996,1339.8,198
1,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,10.0,70522.2,2296.8,196
1,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,10.0,55597.49999999999,1659.1,193
1,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,10.0,52325.0,1495.0,190
0,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,9.900000000000034,49998.3,1733.1000000000001,187
0,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,10.0,67621.2,2442.0,185
0,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,10.099999999999966,46300.0,1425.0,183
0,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,10.0,41213.7,1221.3,181
0,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,10.0,63133.0,2476.6,179
1,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,10.0,58360.5,2551.5,177
0,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,9.899999999999977,62930.0,2864.4,174
0,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,9.899999999999977,49480.100000000006,2114.8,172
0,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999977,70082.5,3395.0,170
1,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,70059.59999999999,3369.6,168
2,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,9.900000000000034,53006.700000000004,2452.5,165
0,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,9.800000000000011,53605.200000000004,2728.0,160
0,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,42120.0,1845.0,158
2,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,9.900000000000034,65206.5,3654.0,156
1,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999977,59171.0,3515.5,151
1,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,9.800000000000011,62263.4,3854.7999999999997,148
0,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,9.800000000000011,49392.0,2793.0,145
0,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,65396.700000000004,4432.900000000001,143
0,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,53332.4,3375.9,141
0,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,9.800000000000011,52767.0,3333.0,139
1,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,47966.700000000004,2894.3,137
0,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,59706.9,4314.200000000001,134
0,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,9.800000000000011,64055.100000000006,4827.6,132
0,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,64189.600000000006,4532.0,130
0,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,66417.0,5678.400000000001,128
0,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,67096.4,4947.599999999999,126
0,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,50773.799999999996,3410.3999999999996,124
0,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000045,50232.00000000001,3799.6000000000004,122
0,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000023,80404.5,7260.0,120
0,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000045,65704.5,5673.0,118
0,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000023,61258.200000000004,4786.400000000001,116
0,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000023,53473.7,4321.799999999999,114
0,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,60540.3,5260.8,112
0,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,48114.9,3601.0,110
1,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,62251.200000000004,5702.400000000001,108
1,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,9.699999999999989,70928.0,6696.0,105
0,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,9.599999999999966,72557.0,7314.0,102
1,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,48763.5,3990.0,100
2,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,9.800000000000011,64894.00000000001,6535.1,97
0,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,9.900000000000034,71724.09999999999,8184.4,92
2,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,9.800000000000011,71580.59999999999,7410.0,90
0,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,9.800000000000011,70754.4,8649.0,85
0,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,9.800000000000011,54547.1,5667.7,83
0,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,9.800000000000011,54348.8,5596.8,81
1,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,9.799999999999955,50139.6,4540.2,79
2,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,9.799999999999955,71053.5,8282.0,76
1,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,9.799999999999955,58978.4,7165.599999999999,71
0,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,9.899999999999977,50836.8,5779.2,68
2,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,9.899999999999977,58193.200000000004,6281.400000000001,66
0,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,10.0,60751.5,7177.900000000001,61
1,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,10.0,66192.0,8688.0,59
0,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,9.900000000000034,58772.7,7341.599999999999,56
0,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,9.900000000000034,60719.4,7942.200000000001,54
1,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,9.800000000000011,55008.8,7068.8,52
1,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,9.800000000000011,64944.0,7831.0,49
0,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,9.800000000000011,49950.0,5238.0,46
0,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,9.800000000000011,55313.600000000006,7095.200000000001,44
2,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,9.800000000000011,39342.6,3920.4,42
1,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,9.700000000000045,68770.0,9338.0,37
2,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,9.800000000000011,64293.0,8961.0,34
1,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,9.800000000000011,59960.0,8440.0,29
0,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,9.800000000000011,69137.0,10058.0,26
0,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,9.800000000000011,77817.40000000001,13111.2,0
0,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,9.800000000000011,73847.59999999999,11401.4,0
0,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,9.800000000000011,56303.0,0.0,240
1,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,9.800000000000011,64298.399999999994,87.6,238
1,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,9.800000000000011,62784.0,218.0,235
0,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,9.899999999999977,45058.0,208.0,232
2,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,9.800000000000011,52551.200000000004,326.0,230
2,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,9.900000000000034,62548.2,643.5,225
0,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,9.900000000000034,89275.9,1246.0,0
0,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,9.900000000000034,77893.8,1300.2,218
1,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,9.800000000000011,56350.0,840.0,216
0,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,9.900000000000034,74269.59999999999,1371.6,213
1,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,9.899999999999977,40019.200000000004,603.2,211
1,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,9.800000000000011,53616.700000000004,1078.4,208
0,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,9.900000000000034,76139.8,2040.5,205
0,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,9.900000000000034,60117.0,1609.5,203
0,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,9.900000000000034,56144.600000000006,1353.3000000000002,201
0,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,10.0,42543.2,877.4,199
0,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,10.0,72087.2,2158.6,197
0,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,10.100000000000023,64939.2,2241.0,195
0,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,10.100000000000023,73602.5,2345.2999999999997,193
2,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,10.100000000000023,44140.799999999996,1185.8,191
1,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,10.099999999999966,64550.200000000004,2597.4,186
0,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,10.099999999999966,60439.50000000001,2319.9,183
0,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,10.0,51010.200000000004,1805.4,181
0,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,10.0,55237.200000000004,2330.2000000000003,179
0,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,10.199999999999989,72856.0,3528.0,177
0,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,10.199999999999989,59434.9,2801.5,175
0,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,10.199999999999989,53961.600000000006,2251.2000000000003,173
1,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,10.099999999999966,66792.59999999999,2994.6,171
0,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,10.199999999999989,73702.3,3592.7999999999997,168
0,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,10.199999999999989,57643.600000000006,2560.4,166
2,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,10.199999999999989,72416.4,3936.7999999999997,164
2,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,58058.8,2802.6,159
1,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,28654.6,920.1999999999999,0
0,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,62333.7,3818.1,151
2,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,70884.0,4504.5,149
1,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000045,62454.299999999996,3926.3999999999996,144
0,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,55580.0,3465.0,141
0,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000045,67494.3,4757.1,139
0,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000045,56315.0,3605.0,137
0,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,64890.00000000001,4326.0,135
1,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000023,58405.200000000004,3819.9,133
0,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000023,56471.0,4169.0,130
0,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000023,57104.799999999996,3673.5999999999995,128
1,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,71232.0,6042.0,126
0,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,56797.7,4130.099999999999,123
1,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,86254.7,7223.3,0
0,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,58389.700000000004,4477.400000000001,118
0,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,64988.0,5456.0,116
0,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,54980.3,4548.6,114
0,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,53392.5,4339.2,112
2,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,71097.59999999999,6877.0,110
0,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,62231.4,6061.5,105
1,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,5082.7,103
0,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,62384.399999999994,5642.0,100
0,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,57411.7,5438.599999999999,98
0,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,52582.4,4550.400000000001,96
0,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,55130.700000000004,5562.6,94
1,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,66250.8,6837.6,92
0,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,74623.2,7957.700000000001,89
2,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,44396.1,3717.9,87
0,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,58680.0,7110.0,82
0,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,5504.0,80
0,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,4746.6,78
0,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,8823.199999999999,76
0,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,8167.200000000001,74
0,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,6064.8,72
1,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,6307.0,70
0,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,5570.6,67
0,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,6089.999999999999,65
0,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,7628.7,63
0,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,8520.4,61
0,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,6316.9,59
0,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,7850.7,57
1,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,6234.500000000001,55
0,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,7275.6,52
1,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,6954.0,50
0,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,9707.9,47
0,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,5967.0,45
1,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,10165.2,43
0,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,4860.0,40
0,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,11877.599999999999,0
0,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,8996.4,36
1,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,10114.6,34
1,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,6562.599999999999,31
0,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,7102.0,28
0,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,66839.5,9737.0,26
0,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,77361.59999999999,12268.8,0
0,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,78961.0,12251.6,0
0,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,54347.4,0.0,240
1,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,62451.6,85.2,238
0,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,57995.99999999999,179.0,235
0,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,65407.4,337.40000000000003,233
0,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,57380.6,341.09999999999997,231
0,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,60155.6,444.4,229
0,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,83853.0,819.0,227
0,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,47642.5,442.5,225
0,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,56167.799999999996,644.3,223
1,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,90738.0,1214.1,0
1,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,74730.2,1080.2,218
0,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,53093.4,802.5,215
1,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,46524.8,723.6,213
1,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,51260.1,968.9999999999999,210
0,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,66025.0,1567.5,207
