Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Diff,Power_Proxy,Tool_Wear_Torque,Machine failure,RUL [min],TWF,HDF,PWF,OSF,RNF
0,-0.6537974702273347,-0.0716958621357025,0.42903478586896027,-0.6990137613930969,1.4984744121944498,1.1996374255989646,-0.6477979528261931,0.8497570929834046,0,37,0,0,0,0,0
0,-1.1546190032062544,-0.8828688456391679,-1.6044330994045557,2.0358121257676562,0.5551972288375071,0.9995957500605904,1.5082727249328864,1.5370618143624473,0,97,0,0,0,0,0
0,-0.5536331636315563,-0.004098113510397719,0.13617120456598106,-0.6191648303811045,1.1840486844088023,1.0996165878298059,-0.6964102735072362,0.6676294978434414,0,57,0,0,0,0,0
0,-0.9542903900146694,-0.8828688456391679,0.1582741163624323,-0.7089948777695962,-1.535733860937049,0.5995123989837853,-0.8210171863015523,-1.4091073560850633,0,230,0,0,0,0,0
0,2.0506388078588493,2.159029842498856,-0.582173428818685,1.0077571389882494,-1.0169314100907305,-0.900800167554106,1.157088258012105,-0.7618380815348789,0,197,0,0,0,0,0
0,1.2493243550925663,0.7394771213678013,0.17485130020977074,-0.5792403648751074,1.467031839415885,-1.4009043564000128,-0.6119392863856967,0.9118847305778782,0,39,0,0,0,0,0
2,-0.4033867037378747,-0.815271097013863,2.0370216190607895,-1.8668043774434917,-0.0579329403445056,-0.4006959787080853,-1.890019500546708,-0.7402423444943341,0,136,0,0,0,0,0
0,-0.20305809054628973,0.13109738374017343,-0.3942986785488492,0.798153695081768,-1.5514551473263314,0.5995123989837853,1.022383888491352,-1.3725825463120567,0,231,0,0,0,0,0
2,0.4980920556241866,1.4830523562459619,-0.2782583916174801,0.029607734091337087,0.14644378271616532,1.1996374255989646,0.0011833640681531681,0.14624670357886227,0,123,0,0,0,0,0
0,-0.45346885703574963,0.3338906296160494,-0.8308311865287616,2.1356232895326475,-0.6867843959158006,1.3996791011373386,2.4696795089924803,-0.13229929716576577,0,176,0,0,0,0,0
0,1.199242201794663,0.13109738374017343,-1.0408088485950486,0.5087013201632943,0.9482293885695665,-2.201071058553566,0.09135736349940053,1.1610335786022903,1,0,0,1,0,0,0
0,-0.45346885703574963,0.3338906296160494,-0.04065208980562904,-0.3396935718391292,-0.7182269686943654,1.3996791011373386,-0.38313521375475434,-0.7210934150987773,0,178,0,0,0,0,0
0,0.2977634424326301,-0.27448910801154003,1.0313391323222572,-0.99844725268807,0.6180823743946366,-1.0008210053232647,-0.8021894333338841,0.03805525249396613,0,93,0,0,0,0,0
0,0.8486671287094248,0.8070748699930677,0.2743144032938014,-0.20993905894464118,-0.5138502456336945,-0.5007168164773008,0.022315758996593747,-0.5177956146826153,0,165,0,0,0,0,0
0,-1.6053583828872708,-1.6940418291426331,-1.0629117603915,1.4768696086837065,-1.0169314100907305,0.6995332367530007,1.3496821086492115,-0.6901714402229893,0,197,0,0,0,0,0
0,0.347845595730505,1.2126613617448194,-0.29483557546481853,0.7282858804462741,-1.3942422834335078,1.0996165878298059,1.005177197241855,-1.2070861509619384,0,221,0,0,0,0,0
0,-0.20305809054628973,0.6718793727424964,-0.6042763406151362,-0.17001459343864492,0.25649278744114196,1.3996791011373386,-0.5103006697428106,0.15833889788235292,0,116,0,0,0,0,0
0,-1.4551119229935894,-1.1532598401403102,-0.7534709952411822,1.4070017940482134,1.1211635388516727,1.1996374255989646,1.553457378968883,1.9082318958129916,0,61,0,0,0,0,0
0,0.347845595730505,0.40148837824135414,-0.10696082519498283,0.5885502511752868,0.6023610880053543,-0.10063346540049574,0.9544164815126341,0.8506081565120959,0,94,0,0,0,0,0
1,-0.5536331636315563,-1.220857588765615,-0.9247685616636795,2.3552078498156277,-1.2213081331514015,-0.700758492015675,2.6625077299984814,-0.8491784761668356,1,0,0,0,1,0,0
0,-0.6537974702273347,-0.13929361076096888,-1.02423166474771,1.3271528630362202,1.6399659896979912,1.0996165878298059,1.1888063812688388,2.4811749555241254,1,0,0,0,0,1,0
0,-0.15297593724841485,-0.6124778511379871,-1.0629117603915,1.5267751905662021,0.4923120832803776,-0.6007376542464594,1.4154522934195657,1.2000051960202847,0,101,0,0,0,0,0
0,0.347845595730505,-0.3420868566368448,-0.1732695605843366,-0.010316731414659172,-0.7653908278622126,-1.2008626808616387,0.01705219112855784,-0.6909870427713185,0,181,0,0,0,0,0
1,1.4997351215820263,1.8886388479977136,0.6003323522914575,-0.7888438087815887,-0.0579329403445056,-0.20065430316971122,-0.692738471061259,-0.3419446130667513,0,136,0,0,0,0,0
1,0.19759913583682334,1.1450636131195147,1.6170662949282155,-1.5773520025250178,1.1211635388516727,1.29965826336818,-1.5292844410935702,0.010324765850770874,0,61,0,0,0,0,0
1,0.9989135886031064,0.7394771213678013,-0.7368938113938438,0.8780026260937606,0.8067378110660252,-0.9008001675540491,0.8416062106192224,1.2257144067828378,0,81,0,0,0,0,0
0,-0.8541260834188912,-1.2884553373908814,-1.178952047322869,1.8361897982376745,-0.27803094979445886,-0.20065430316971122,1.7034641804918829,0.33805514635769046,0,150,0,0,0,0,0
0,-0.5536331636315563,0.19869513236547823,-0.460607413938203,0.40889015639830334,0.1621650691054477,1.3996791011373955,0.4116147071584597,0.3195445146086522,0,122,0,0,0,0,0
0,-1.0043725433125728,-1.018064342889739,0.8987216615435496,-1.3278240931125402,1.4984744121944498,0.4994915612146266,-1.4209857998013316,0.39624661513196585,0,37,0,0,0,0,0
0,1.2994065083904698,0.9422703672436388,1.0976478677116108,-1.4176541405010321,0.31937793299827144,-1.2008626808616956,-1.4798713549854794,-0.35471056599712253,0,112,0,0,0,0,0
0,-1.4551119229935894,-1.220857588765615,-1.0629117603915,1.0776249536237426,-0.9226036917550363,1.099616587829749,0.8235206304863785,-0.6430792583020642,0,191,0,0,0,0,0
0,1.9003923479651679,1.8210410993724089,0.6887439994772626,-1.0683150673235635,1.1054422524623904,-1.10084184309248,-1.0975742215942657,0.32365798833066084,0,62,0,0,0,0,0
0,-0.7038796235252095,-0.13929361076096888,0.5395493448512165,-0.5393158993691112,1.5613595577515793,1.1996374255989646,-0.32756990546324505,1.0140123540208483,0,33,0,0,0,0,0
0,0.7985849754115499,0.7394771213678013,2.0314958911116765,-1.8468421446904935,-0.08937551312307035,-0.5007168164773008,-1.8548541797808513,-0.7481146821347299,0,138,0,0,0,0,0
1,1.149160048496788,0.8070748699930677,-0.18984674443167504,-0.32971245546262995,-0.4666863864658474,-1.10084184309248,-0.4649402379301448,-0.5106679576298245,0,162,0,0,0,0,0
1,-0.9042082367167945,-0.6800755997632919,-0.7147908995973925,0.7582292295757719,-0.49812895924441214,0.7995540745222163,0.6954372238868299,-0.24293755589564991,0,164,0,0,0,0,0
0,-1.6053583828872708,-1.423650834641491,0.9374017571873393,-1.1581451147120556,0.1621650691054477,1.099616587829749,-1.1190191103478961,-0.33740560758039717,0,122,0,0,0,0,0
1,-1.4050297696957144,-1.1532598401403102,1.3076255297778978,-1.1980695802180519,-1.0169314100907305,1.0996165878298059,-1.0025760987366559,-1.0988237779163177,0,197,0,0,0,0,0
0,0.09743482924104507,0.13109738374017343,0.3350974107340424,-0.8487305070405835,-1.3313571378763782,-0.0006126276313370987,-0.9369523954468593,-1.2688591787527903,0,217,0,0,0,0,0
0,0.4980920556241866,0.46908612686662055,-0.819779730630536,0.4987202037867951,0.24077150105185957,-0.3006751409389267,0.2539420414862791,0.4369912815680676,0,117,0,0,0,0,0
2,-0.6537974702273347,-0.47728235388741597,-0.758996723190295,0.5286635529162921,1.2940976891337788,0.5995123989838421,0.34335433721862674,1.5263525982930808,0,50,0,0,0,0,0
1,-0.9542903900146694,-1.423650834641491,-0.2395782959736904,-0.0003356150381599309,-1.6929467248298729,-0.20065430316976807,-0.015095611137812447,-1.5257739814765117,0,240,0,0,0,0,0
0,0.7485028221136465,0.19869513236547823,-0.6871622598518284,0.15936224698582582,-1.2527507059299663,-1.2008626808616387,-0.1104062278206122,-1.1127244822182776,0,212,0,0,0,0,0
0,0.54817420892209,0.7394771213678013,0.9484532130855649,-1.0882773000765618,0.9796719613481313,-0.0006126276313370987,-0.9965117654415713,0.22848071703867057,0,70,0,0,0,0,0
1,-1.6053583828872708,-1.4912485832667572,0.6887439994772626,-0.7189759941460955,0.5394759424482247,0.9995957500605904,-0.5288354597493629,0.1258566398706304,0,98,0,0,0,0,0
0,-0.9042082367167945,-1.085662091515044,-0.3445671270068339,0.9877949062352509,-0.5610141048015417,0.19942904790703703,1.3386178741510966,-0.2517318790254613,0,168,0,0,0,0,0
1,-1.3048654630999361,-0.6800755997632919,-0.10696082519498283,-0.2997691063331329,0.6180823743946366,1.5997207766757695,-0.36665116447600826,0.40294874042041096,0,93,0,0,0,0,0
1,-0.5536331636315563,-0.7476733483885967,-0.2893098475157057,-0.05024119692065543,-1.2213081331514015,-0.0006126276313370987,-0.12285715366800663,-1.1055613641851247,0,210,0,0,0,0,0
0,-0.3533045504399714,-0.6124778511379871,0.06433674122751445,-0.0901656624266517,0.6180823743946366,-0.20065430316971122,0.06342822787308902,0.5124167867983443,0,93,0,0,0,0,0
0,-0.8541260834188912,-1.220857588765615,0.6832182715281497,-1.1581451147120556,-0.6396205367479536,-0.10063346540055258,-1.2465947144815126,-0.8510224471456669,0,173,0,0,0,0,0
1,0.4980920556241866,0.6718793727424964,-0.642956436258926,-0.1400712443091472,1.4355892666373202,-0.0006126276313370987,-0.4947931636677803,1.1981257640610914,0,41,0,0,0,0,0
0,0.7485028221136465,0.7394771213678013,-0.582173428818685,0.9578515571057539,0.3350992193875538,-0.4006959787080853,1.0870701103055809,0.7431613860148049,0,111,0,0,0,0,0
1,0.2476812891347267,1.0774658644942483,-0.3500928549559467,-0.0901656624266517,1.4355892666373202,1.0996165878298059,-0.22294306661698368,1.233409439521423,0,41,0,0,0,0,0
0,0.2977634424326301,-0.004098113510397719,-0.6319049803607003,0.9478704407292546,1.0425571069052608,-0.6007376542465164,1.0295614810386735,1.5284802571148093,0,66,0,0,0,0,0
1,0.6483385155178683,0.5366838754919253,-0.4661331418873158,0.11943778147982956,-0.8125546870300597,-0.5007168164773008,-0.004744253178409305,-0.7076182425611632,0,184,0,0,0,0,0
1,-1.4050297696957144,-1.085662091515044,1.788363861350713,-1.3976919077480339,0.03639477799118867,1.1996374255989646,-1.128550172016176,-0.5115899431192403,0,130,0,0,0,0,0
0,-0.6037153169294313,-0.815271097013863,-0.09038364134764437,0.4388335055278003,-0.8282759734193421,-0.0006126276313370987,0.7447721865386231,-0.6598168410329954,0,185,0,0,0,0,0
0,0.19759913583682334,-0.004098113510397719,1.2689454341341082,-1.3877107913715347,-1.0955378420371424,-0.4006959787080853,-1.3499422817309046,-1.1740719782447837,0,202,0,0,0,0,0
0,0.7985849754115499,0.7394771213678013,-0.7258423554956182,0.4388335055278003,-0.02649036756594084,-0.5007168164773008,0.24614922672061543,0.14316159828735595,0,134,0,0,0,0,0
1,-0.6537974702273347,-0.27448910801154003,-0.6374307083098131,1.0377004881177463,-1.1898655603728368,0.8995749122914317,1.1498813691686702,-0.9538592901958798,0,208,0,0,0,0,0
0,0.7485028221136465,0.46908612686662055,-0.5766477008695721,-0.15005236068564642,1.8286214263693796,-0.8007793297848904,-0.4635730774449414,1.532380964954645,0,16,0,0,0,0,0
1,-1.0043725433125728,-1.2884553373908814,0.06986246917662726,-0.3396935718391292,1.2940976891337788,0.09940821013787839,-0.3116522512426545,0.9401825929068676,0,50,0,0,0,0,0
1,1.0990778951988847,1.0774658644942483,0.2908915871411399,-0.22990129169763895,-0.45096510007656504,-0.6007376542464594,0.002325919616502731,-0.4696396033508259,0,161,0,0,0,0,0
0,0.2977634424326301,0.2662928809907446,-0.250629751871916,0.7282858804462741,0.1621650691054477,-0.20065430316976807,1.0421295920705138,0.45344517645610155,0,122,0,0,0,0,0
1,-1.2547833098020327,-0.4096846052621496,-0.5876991567677977,0.8280970442112651,0.4923120832803776,1.8997832899833023,0.900306222594663,0.8549698570966394,0,101,0,0,0,0,0
0,-1.354947616397811,-0.8828688456391679,-0.26720693571925447,0.019626617714838552,0.06783735076975342,1.3996791011373386,-0.005505956877309014,0.07082119834858586,0,128,0,0,0,0,0
0,0.04735267594317017,1.0098681158689435,3.7499972832857624,-2.295992381632953,0.24077150105185957,1.3996791011373386,-2.176576338245486,-0.7842848821041151,0,117,0,0,0,0,0
2,0.9989135886031064,0.6042816241171917,0.7716299187139548,-1.0982584164530609,1.7971788535908149,-1.10084184309248,-1.1038436289621305,0.7572039342382131,0,18,0,0,0,0,0
0,-0.4033867037378747,-1.085662091515044,-0.8087282747323103,0.8380781605877643,-1.1427017012049896,-0.8007793297848904,0.725241322464279,-0.9250649741418202,0,205,0,0,0,0,0
1,1.0489957419010099,0.46908612686662055,-0.968974385256582,0.7781914623287696,1.6556872760872736,-1.4009043564000696,0.5082534225983147,2.08465027311465,1,0,0,1,0,0,0
1,-0.0027294773547332,-0.5448801025127208,0.5284978889529909,-0.7589004596520917,-1.6300615792727433,-0.8007793297848904,-0.6855901748100492,-1.479816550927175,0,236,0,0,0,0,0
0,0.6984206688157432,0.5366838754919253,-0.5987506126660234,0.4288523891513011,-1.362799710654943,-0.6007376542464594,0.33189948543902353,-1.1958804811675012,0,219,0,0,0,0,0
0,0.39792774902840833,0.19869513236547823,-0.013023450060064964,-0.6690704122636,-0.8754398325871893,-0.5007168164773008,-0.8605769514841363,-0.9117316455256547,0,188,0,0,0,0,0
2,-0.15297593724841485,-0.5448801025127208,0.18037702815888357,-0.7189759941460955,0.5394759424482247,-0.5007168164773008,-0.8235171369030682,0.1258566398706304,0,98,0,0,0,0,0
1,-1.6053583828872708,-1.423650834641491,1.6778493023684564,-1.4775408387600268,0.13072249632688293,1.099616587829749,-1.3233119485655365,-0.48917860353036646,0,124,0,0,0,0,0
2,-1.0043725433125728,-1.558846331892062,0.042233829431063186,-0.31973133908613144,1.2312125435766494,-0.3006751409389267,-0.29930874514766953,0.9014592023514079,0,54,0,0,0,0,0
0,0.4980920556241866,0.6042816241171917,0.7716299187139548,-1.0184094854410681,-0.6867843959158006,-0.10063346540055258,-0.9726743458388344,-0.8494621640097327,0,176,0,0,0,0,0
0,-2.156262069164094,-2.64041030989667,-1.0850146721879512,1.4369451431777103,0.17788635549473006,0.399470723445468,1.2758163807200422,0.7698280432471355,0,121,0,0,0,0,0
1,-0.3533045504399714,0.46908612686662055,-0.9137171057654538,0.8879837424702598,1.7971788535908149,1.3996791011373386,0.702526927545816,2.323799124676938,0,18,0,0,0,0,0
0,0.39792774902840833,-0.20689135938627365,-0.9192428337145667,0.5386446692927913,1.1211635388516727,-1.10084184309248,0.22847379473333393,1.3559980486333487,0,61,0,0,0,0,0
0,-0.7038796235252095,-0.20689135938627365,0.4842920653600884,-0.6590892958871006,-0.13653937229091748,1.099616587829749,-0.5520185954056096,-0.35322120482191266,0,141,0,0,0,0,0
0,0.19759913583682334,1.0098681158689435,-0.26168120777014164,0.45879573828079884,0.6495249471732014,1.0996165878298059,0.6395008291779078,0.8307500075092965,0,91,0,0,0,0,0
0,0.19759913583682334,0.3338906296160494,4.888297240803002,-2.5455202910454306,-1.5042912881584842,0.09940821013787839,-2.426376089756349,-1.464071875646384,0,228,0,0,0,0,0
0,0.6483385155178683,0.3338906296160494,-0.9634486573074692,0.7682103459522711,-0.5924566775801064,-0.8007793297848904,0.4995914843813441,-0.3417318471845785,0,170,0,0,0,0,0
0,-0.0027294773547332,-0.27448910801154003,0.854515837950647,-1.1282017655825582,-0.21514580423732937,-0.4006959787080853,-1.110991925213341,-0.5691076532666354,0,146,0,0,0,0,0
0,0.6984206688157432,0.19869513236547823,3.66711136404907,-2.3359168471389493,0.9639506749588489,-1.1008418430924232,-2.2875311770518354,-0.53095163839697,0,71,0,0,0,0,0
0,1.199242201794663,0.6042816241171917,-0.3887729505997364,-0.04026008054415619,-0.3409160953515884,-1.5009251941692283,-0.17794395578969432,-0.3181148342633917,0,154,0,0,0,0,0
1,-1.354947616397811,-0.9504665942644343,0.24668576354823735,-1.0583339509470646,0.5237546560589423,1.29965826336818,-1.3110075041986997,-0.05577450154426267,0,99,0,0,0,0,0
1,2.1007209611567244,2.4294208370000367,-0.6374307083098131,0.3689656908923071,0.6809675199517662,-0.6007376542464594,0.2181810293661551,0.8141897296801761,0,89,0,0,0,0,0
0,-0.5536331636315563,-0.004098113510397719,0.9926590366784674,-1.2679373948535455,-0.781112114251495,1.0996165878298059,-1.275939837753214,-0.9642848184223496,0,182,0,0,0,0,0
0,-1.3048654630999361,-0.5448801025127208,0.4456119697162987,-0.6790515286400984,-1.2527507059299663,1.7997624522141438,-0.6064901753089544,-1.1961287080300362,0,212,0,0,0,0,0
0,1.0489957419010099,0.8070748699930677,-0.47165886983642863,0.6783802985637786,-1.6929467248298729,-0.900800167554106,0.7863729270169764,-1.5257739814765117,0,240,0,0,0,0,0
0,0.9488314353052031,0.6042816241171917,-0.29483557546481853,0.029607734091337087,-1.5986190064941785,-1.0008210053232647,-0.01062304326478805,-1.4400293309608514,0,234,0,0,0,0,0
0,-1.4050297696957144,-1.018064342889739,0.05881101327840163,0.14938113060932656,0.27221407383042434,1.29965826336818,0.42288401572935647,0.31376437480962294,0,115,0,0,0,0,0
1,-1.0043725433125728,-0.7476733483885967,-1.1071175839844023,1.1375116518827373,-0.6238992503586712,0.8995749122913749,0.8622893956739517,-0.2863417958589122,0,172,0,0,0,0,0
0,0.09743482924104507,1.0774658644942483,2.5398628624300557,-1.896747726572989,-1.3942422834335078,1.3996791011373955,-1.7592994272971223,-1.3842846698315636,0,221,0,0,0,0,0
0,-1.555276229589396,-1.3560530860161861,0.036708101481950375,-0.8886549725465797,-1.5200125745477666,1.0996165878298059,-1.1634518261170284,-1.4044619676576227,0,229,0,0,0,0,0
2,1.7501458880714862,1.8886388479977136,-0.7479452672920693,1.5766807724486975,-0.37235866813015317,-0.700758492015675,1.7918218095642162,0.13635309005782467,0,156,0,0,0,0,0
0,-1.4050297696957144,-1.018064342889739,-0.250629751871916,-0.04026008054415619,1.1526061116302375,1.29965826336818,-0.0812661786216905,1.0159272469604037,0,59,0,0,0,0,0
0,1.0489957419010099,1.0098681158689435,2.473554127040702,-1.9865777739614807,-1.362799710654943,-0.6007376542465164,-1.9585435371515443,-1.3760931833679089,0,219,0,0,0,0,0
0,0.2977634424326301,0.5366838754919253,-0.8916141939690025,1.1175494191297395,0.17788635549473006,0.19942904790703703,1.031133715596659,0.6347926300280977,0,121,0,0,0,0,0
0,1.2994065083904698,1.618247853496533,-0.7810996349867463,0.15936224698582582,-1.0640952692585777,-0.20065430316976807,-0.17946736318749304,-0.9357032682504629,0,200,0,0,0,0,0
2,-0.6537974702273347,-0.20689135938627365,0.8710930217979854,-1.0184094854410681,-0.5295715320229769,0.9995957500605904,-0.9202925683914438,-0.7437884425305484,0,166,0,0,0,0,0
0,-1.6554405361851743,-1.3560530860161861,-0.4882360536837671,1.067643837247244,1.4041466938587555,1.29965826336818,1.325278293988319,2.016033276113905,0,43,0,0,0,0,0
1,0.2476812891347267,1.2802591103700858,-0.9358200175619051,0.4787579710337966,-1.3785209970442254,1.3996791011373386,0.13490142495315038,-1.208043597431716,0,220,0,0,0,0,0
0,0.6483385155178683,0.7394771213678013,0.11406829276952979,-0.46944808473361793,-0.8282759734193421,-0.20065430316971122,-0.481102027951666,-0.8372990477455179,0,185,0,0,0,0,0
1,0.44800990232628324,0.6718793727424964,0.1527483884133195,-0.569259248498609,0.3508205057768362,0.09940821013787839,-0.6099959654103001,0.055431132871415885,0,110,0,0,0,0,0
0,1.8503101946672644,1.8210410993724089,-0.7976768188340847,1.3870395612952149,0.24077150105185957,-1.0008210053232647,1.4839470337282916,0.8251826335924399,0,117,0,0,0,0,0
2,0.4980920556241866,0.6042816241171917,-0.2451040239228032,-0.26982575720363594,-1.362799710654943,-0.10063346540055258,-0.41318344813313407,-1.2480081222998505,0,219,0,0,0,0,0
1,1.8002280413693894,1.8210410993724089,3.5068652535247984,-2.236105683373958,-1.1112591284264248,-0.900800167554106,-2.1222414743906604,-1.2948520773582408,0,203,0,0,0,0,0
1,-1.2547833098020327,-0.6124778511379871,0.0035537337872734807,-0.15005236068564642,1.0739996796838256,1.5997207766757695,-0.06880548734225903,0.8770620478622542,0,64,0,0,0,0,0
1,-1.2047011565041295,-1.085662091515044,0.16379984431154512,-0.17001459343864492,-0.23086709062661176,0.7995540745221594,0.009581635620121178,-0.26268932195736333,0,147,0,0,0,0,0
0,1.149160048496788,1.1450636131195147,3.484762341728347,-2.176218985114964,-0.26230966340517653,-0.6007376542465164,-2.001970413420849,-0.9384692247187101,0,149,0,0,0,0,0
0,-1.0043725433125728,-1.018064342889739,0.9595046689837905,-1.4675597223835275,0.25649278744114196,0.4994915612146266,-1.6264993170236186,-0.41329210555538165,0,116,0,0,0,0,0
0,1.3494886616883446,1.618247853496533,-0.3445671270068339,0.6284747166812831,2.253096158880004,-0.3006751409389267,0.8193703218705803,2.5952529293491375,1,0,0,0,0,1,0
2,-1.4551119229935894,-1.3560530860161861,0.10854256482041696,-0.12010901155614942,1.9072278583157916,0.8995749122913749,0.048301573647508575,1.6250050456605603,0,11,0,0,0,0,0
0,0.14751698253894843,-0.5448801025127208,0.6058580802405703,-0.7589004596520917,-0.9068824053657539,-1.10084184309248,-0.6412941750894366,-0.9513060996098055,0,190,0,0,0,0,0
0,0.09743482924104507,-0.20689135938627365,-0.5048132375311055,-0.31973133908613144,-1.4728487153799195,-0.5007168164773008,-0.6550829651259241,-1.3430790106507544,0,226,0,0,0,0,0
0,-0.8541260834188912,-0.4096846052621496,-1.0131802088494846,0.5386446692927913,-0.1837032314587646,1.099616587829749,0.15310419027044003,0.019757386627100547,0,144,0,0,0,0,0
0,0.8987492820073282,0.46908612686662055,0.31852022688670395,-0.9185983216760771,-0.5295715320229769,-1.10084184309248,-1.055348493465534,-0.717547317062563,0,166,0,0,0,0,0
0,-0.503551010333653,0.13109738374017343,-0.12906373699143409,-0.46944808473361793,-0.08937551312307035,1.1996374255989646,-0.6327787183530229,-0.24896592255721411,0,138,0,0,0,0,0
1,1.0990778951988847,0.8746726186183724,-0.16221810468611098,-0.2897879899566337,-1.535733860937049,-0.9008001675540491,-0.3880374606374152,-1.3942137443329636,0,230,0,0,0,0,0
1,-0.4033867037378747,-1.085662091515044,-1.1568491355264177,1.1175494191297395,-0.8125546870300597,-0.8007793297848904,0.7911384578511166,-0.509036752533166,0,184,0,0,0,0,0
1,0.09743482924104507,-0.3420868566368448,-0.21747538417723913,0.5685880184222891,-0.29375223618374124,-0.700758492015675,0.8354735192998779,-0.08346952720709565,0,151,0,0,0,0,0
0,0.7985849754115499,0.46908612686662055,0.7937328305104061,-1.0283906018175673,0.3665417921661186,-0.900800167554106,-0.9774691729690864,-0.14609361852663919,0,109,0,0,0,0,0
0,-0.05281163065263657,0.2662928809907446,-0.6650593480553771,0.5685880184222891,1.1054422524623904,0.4994915612146266,0.4739865215798784,1.3588349270623203,0,62,0,0,0,0,0
0,-0.7038796235252095,-0.6800755997632919,-0.3887729505997364,0.598531367551786,-1.6300615792727433,0.3994707234454111,0.7401629026170782,-1.4605257776101697,0,236,0,0,0,0,0
0,0.44800990232628324,0.6718793727424964,3.84393465842068,-2.4157657781509423,0.759573951898178,0.09940821013787839,-2.410263126895015,-0.6517317375104269,0,84,0,0,0,0,0
0,0.9488314353052031,0.5366838754919253,-0.7700481790885206,1.8162275654846767,-0.45096510007656504,-1.1008418430924232,2.098143881706231,0.10465097361406954,0,161,0,0,0,0,0
1,-0.9042082367167945,-1.1532598401403102,-0.5048132375311055,0.3290412253863101,1.4355892666373202,0.09940821013787839,0.26403949821271444,1.529792313388208,0,41,0,0,0,0,0
0,-0.9042082367167945,-0.7476733483885967,-0.9523972014092436,0.4987202037867951,-0.3566373817408708,0.6995332367530007,0.14847537548482032,-0.16939148262456663,0,155,0,0,0,0,0
1,-0.7038796235252095,-0.6124778511379871,0.2632629473955758,-0.26982575720363594,1.4984744121944498,0.4994915612146266,-0.0780728823455355,1.159295990564545,0,37,0,0,0,0,0
0,0.2476812891347267,-0.0716958621357025,-0.3279899431594954,-0.0003356150381599309,0.633803660783919,-0.6007376542465164,-0.07759437617571392,0.5735160559623157,0,92,0,0,0,0,0
0,0.39792774902840833,0.13109738374017343,1.7165293980122462,-1.717087631796005,-1.1741442739835544,-0.6007376542465164,-1.7396709089024063,-1.2589655652317526,0,207,0,0,0,0,0
0,-0.9542903900146694,-0.9504665942644343,0.10301683687130415,0.23921117799781833,-1.4728487153799195,0.4994915612146266,0.5922361381179949,-1.3152776020468346,0,226,0,0,0,0,0
0,-1.4551119229935894,-1.2884553373908814,-0.5158646934293312,-0.3396935718391292,1.8757852855372268,0.9995957500605904,-0.6905119525567841,1.4203951889709996,0,13,0,0,0,0,0
